HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.surveycode,Approve,Reject,UPDATE-Study1
3QX22DUVOPVX3JU2HAHZOJ7GWCWMVF,3LVDE0XV5Z9KH8O3PED22UW15F1PLK,Personalized College Ranker,Create a college ranking using our custom tool. BONUS $0.25 for high quality rankings which reflect your personal preferences entered by selecting colleges. There is also a short survey about your experience. Google Chrome is required for this HIT.,"survey, usability, user experience, college, ranking",$1.00 ,Mon Sep 17 08:34:07 PDT 2018,35,BatchId:3373805;OriginalHitTemplateId:920937340;,2700,21600,Thu Sep 20 08:34:07 PDT 2018,,,3L4D84MIL1656URQZQS5HAKBORPHJ6,A2M6TJIR21BN2W,Submitted,Mon Sep 17 08:34:44 PDT 2018,Mon Sep 17 09:01:07 PDT 2018,Mon Sep 17 15:01:07 PDT 2018,,,,1583,0% (0/0),0% (0/0),0% (0/0),1.5372E+12,x,,1
3QX22DUVOPVX3JU2HAHZOJ7GWCWMVF,3LVDE0XV5Z9KH8O3PED22UW15F1PLK,Personalized College Ranker,Create a college ranking using our custom tool. BONUS $0.25 for high quality rankings which reflect your personal preferences entered by selecting colleges. There is also a short survey about your experience. Google Chrome is required for this HIT.,"survey, usability, user experience, college, ranking",$1.00 ,Mon Sep 17 08:34:07 PDT 2018,35,BatchId:3373805;OriginalHitTemplateId:920937340;,2700,21600,Thu Sep 20 08:34:07 PDT 2018,,,3YT88D1N0ACLN6Q92Q3FEVJEKBC3KP,A2ZV96GRXVSXK4,Submitted,Mon Sep 17 08:55:07 PDT 2018,Mon Sep 17 08:58:57 PDT 2018,Mon Sep 17 14:58:57 PDT 2018,,,,230,0% (0/0),0% (0/0),0% (0/0),1.5372E+12,x,,1
3QX22DUVOPVX3JU2HAHZOJ7GWCWMVF,3LVDE0XV5Z9KH8O3PED22UW15F1PLK,Personalized College Ranker,Create a college ranking using our custom tool. BONUS $0.25 for high quality rankings which reflect your personal preferences entered by selecting colleges. There is also a short survey about your experience. Google Chrome is required for this HIT.,"survey, usability, user experience, college, ranking",$1.00 ,Mon Sep 17 08:34:07 PDT 2018,35,BatchId:3373805;OriginalHitTemplateId:920937340;,2700,21600,Thu Sep 20 08:34:07 PDT 2018,,,3D3VGR7TA2T7AA34SACCF75SF3F3RR,A31GBEJ7KZKFSK,Submitted,Mon Sep 17 09:36:28 PDT 2018,Mon Sep 17 09:41:54 PDT 2018,Mon Sep 17 15:41:54 PDT 2018,,,,326,0% (0/0),0% (0/0),0% (0/0),1.5372E+12,x,,1
3QX22DUVOPVX3JU2HAHZOJ7GWCWMVF,3LVDE0XV5Z9KH8O3PED22UW15F1PLK,Personalized College Ranker,Create a college ranking using our custom tool. BONUS $0.25 for high quality rankings which reflect your personal preferences entered by selecting colleges. There is also a short survey about your experience. Google Chrome is required for this HIT.,"survey, usability, user experience, college, ranking",$1.00 ,Mon Sep 17 08:34:07 PDT 2018,35,BatchId:3373805;OriginalHitTemplateId:920937340;,2700,21600,Thu Sep 20 08:34:07 PDT 2018,,,3CTOC39K3948D5LEMH6TQXVHAOVJ78,A3L8LSM7V7KX3T,Submitted,Mon Sep 17 08:43:33 PDT 2018,Mon Sep 17 09:02:55 PDT 2018,Mon Sep 17 15:02:55 PDT 2018,,,,1162,0% (0/0),0% (0/0),0% (0/0),1.5372E+12,x,,1
3QX22DUVOPVX3JU2HAHZOJ7GWCWMVF,3LVDE0XV5Z9KH8O3PED22UW15F1PLK,Personalized College Ranker,Create a college ranking using our custom tool. BONUS $0.25 for high quality rankings which reflect your personal preferences entered by selecting colleges. There is also a short survey about your experience. Google Chrome is required for this HIT.,"survey, usability, user experience, college, ranking",$1.00 ,Mon Sep 17 08:34:07 PDT 2018,35,BatchId:3373805;OriginalHitTemplateId:920937340;,2700,21600,Thu Sep 20 08:34:07 PDT 2018,,,3Z9WI9EOZ120HEX8HBSHIPKO3GPKH8,A3RBA581BHJDR8,Submitted,Mon Sep 17 08:34:45 PDT 2018,Mon Sep 17 09:03:19 PDT 2018,Mon Sep 17 15:03:19 PDT 2018,,,,1714,0% (0/0),0% (0/0),0% (0/0),1.5372E+12,x,,1
3QX22DUVOPVX3JU2HAHZOJ7GWCWMVF,3LVDE0XV5Z9KH8O3PED22UW15F1PLK,Personalized College Ranker,Create a college ranking using our custom tool. BONUS $0.25 for high quality rankings which reflect your personal preferences entered by selecting colleges. There is also a short survey about your experience. Google Chrome is required for this HIT.,"survey, usability, user experience, college, ranking",$1.00 ,Mon Sep 17 08:34:07 PDT 2018,35,BatchId:3373805;OriginalHitTemplateId:920937340;,2700,21600,Thu Sep 20 08:34:07 PDT 2018,,,3HL8HNGX47FWMMNBIODSPVUVC759FA,A3VDV5S42JSDCP,Submitted,Mon Sep 17 09:26:15 PDT 2018,Mon Sep 17 09:35:19 PDT 2018,Mon Sep 17 15:35:19 PDT 2018,,,,544,0% (0/0),0% (0/0),0% (0/0),1.5372E+12,x,,1
3QX22DUVOPVX3JU2HAHZOJ7GWCWMVF,3LVDE0XV5Z9KH8O3PED22UW15F1PLK,Personalized College Ranker,Create a college ranking using our custom tool. BONUS $0.25 for high quality rankings which reflect your personal preferences entered by selecting colleges. There is also a short survey about your experience. Google Chrome is required for this HIT.,"survey, usability, user experience, college, ranking",$1.00 ,Mon Sep 17 08:34:07 PDT 2018,35,BatchId:3373805;OriginalHitTemplateId:920937340;,2700,21600,Thu Sep 20 08:34:07 PDT 2018,,,3AAJC4I4FI6RXFRK5CYCHHOGKH9JZ1,A3VENK02U0X16N,Submitted,Mon Sep 17 08:51:29 PDT 2018,Mon Sep 17 09:29:06 PDT 2018,Mon Sep 17 15:29:06 PDT 2018,,,,2257,0% (0/0),0% (0/0),0% (0/0),1.5372E+12,x,,1
3QX22DUVOPVX3JU2HAHZOJ7GWCWMVF,3LVDE0XV5Z9KH8O3PED22UW15F1PLK,Personalized College Ranker,Create a college ranking using our custom tool. BONUS $0.25 for high quality rankings which reflect your personal preferences entered by selecting colleges. There is also a short survey about your experience. Google Chrome is required for this HIT.,"survey, usability, user experience, college, ranking",$1.00 ,Mon Sep 17 08:34:07 PDT 2018,35,BatchId:3373805;OriginalHitTemplateId:920937340;,2700,21600,Thu Sep 20 08:34:07 PDT 2018,,,3AAPLD8UCEVZKXNVBK69JG7KMTIHTD,A6FE2ZQNFW12V,Submitted,Mon Sep 17 08:42:30 PDT 2018,Mon Sep 17 08:50:35 PDT 2018,Mon Sep 17 14:50:35 PDT 2018,,,,485,0% (0/0),0% (0/0),0% (0/0),A6FE2ZQNFW12V,x,,1
3QX22DUVOPVX3JU2HAHZOJ7GWCWMVF,3LVDE0XV5Z9KH8O3PED22UW15F1PLK,Personalized College Ranker,Create a college ranking using our custom tool. BONUS $0.25 for high quality rankings which reflect your personal preferences entered by selecting colleges. There is also a short survey about your experience. Google Chrome is required for this HIT.,"survey, usability, user experience, college, ranking",$1.00 ,Mon Sep 17 08:34:07 PDT 2018,35,BatchId:3373805;OriginalHitTemplateId:920937340;,2700,21600,Thu Sep 20 08:34:07 PDT 2018,,,33FBRBDW6QDP55KRMUHDHTEHVOQ8C4,ACON9O9NMFOHE,Submitted,Mon Sep 17 09:33:54 PDT 2018,Mon Sep 17 10:03:55 PDT 2018,Mon Sep 17 16:03:55 PDT 2018,,,,1801,0% (0/0),0% (0/0),0% (0/0),1.5372E+12,x,,1
3QX22DUVOPVX3JU2HAHZOJ7GWCWMVF,3LVDE0XV5Z9KH8O3PED22UW15F1PLK,Personalized College Ranker,Create a college ranking using our custom tool. BONUS $0.25 for high quality rankings which reflect your personal preferences entered by selecting colleges. There is also a short survey about your experience. Google Chrome is required for this HIT.,"survey, usability, user experience, college, ranking",$1.00 ,Mon Sep 17 08:34:07 PDT 2018,35,BatchId:3373805;OriginalHitTemplateId:920937340;,2700,21600,Thu Sep 20 08:34:07 PDT 2018,,,35LDD5557CIM9SYJ888UAUSKK2OKMH,AEN7H01OU26XL,Submitted,Mon Sep 17 09:46:22 PDT 2018,Mon Sep 17 10:22:53 PDT 2018,Mon Sep 17 16:22:53 PDT 2018,,,,2191,0% (0/0),0% (0/0),0% (0/0),1.5372E+12,x,,1
3QX22DUVOPVX3JU2HAHZOJ7GWCWMVF,3LVDE0XV5Z9KH8O3PED22UW15F1PLK,Personalized College Ranker,Create a college ranking using our custom tool. BONUS $0.25 for high quality rankings which reflect your personal preferences entered by selecting colleges. There is also a short survey about your experience. Google Chrome is required for this HIT.,"survey, usability, user experience, college, ranking",$1.00 ,Mon Sep 17 08:34:07 PDT 2018,35,BatchId:3373805;OriginalHitTemplateId:920937340;,2700,21600,Thu Sep 20 08:34:07 PDT 2018,,,3TEM0PF1Q7BHS8L2RMZ98KQHXQQD0M,AGC3T6724JUAF,Submitted,Mon Sep 17 08:34:47 PDT 2018,Mon Sep 17 09:01:56 PDT 2018,Mon Sep 17 15:01:56 PDT 2018,,,,1629,0% (0/0),0% (0/0),0% (0/0),1.5372E+12,x,,1
3QX22DUVOPVX3JU2HAHZOJ7GWCWMVF,3LVDE0XV5Z9KH8O3PED22UW15F1PLK,Personalized College Ranker,Create a college ranking using our custom tool. BONUS $0.25 for high quality rankings which reflect your personal preferences entered by selecting colleges. There is also a short survey about your experience. Google Chrome is required for this HIT.,"survey, usability, user experience, college, ranking",$1.00 ,Mon Sep 17 08:34:07 PDT 2018,35,BatchId:3373805;OriginalHitTemplateId:920937340;,2700,21600,Thu Sep 20 08:34:07 PDT 2018,,,3KV0LJBBH4Z8WWBEYSHRB6EYFU1MRV,AHJY77ODGYJ69,Submitted,Mon Sep 17 10:12:13 PDT 2018,Mon Sep 17 10:21:45 PDT 2018,Mon Sep 17 16:21:45 PDT 2018,,,,572,0% (0/0),0% (0/0),0% (0/0),AHJY77ODGYJ69,x,,1
3QX22DUVOPVX3JU2HAHZOJ7GWCWMVF,3LVDE0XV5Z9KH8O3PED22UW15F1PLK,Personalized College Ranker,Create a college ranking using our custom tool. BONUS $0.25 for high quality rankings which reflect your personal preferences entered by selecting colleges. There is also a short survey about your experience. Google Chrome is required for this HIT.,"survey, usability, user experience, college, ranking",$1.00 ,Mon Sep 17 08:34:07 PDT 2018,35,BatchId:3373805;OriginalHitTemplateId:920937340;,2700,21600,Thu Sep 20 08:34:07 PDT 2018,,,3LRLIPTPESNL7RPUB5IP13XKQLZAKN,AKNYT1NTK2UFK,Submitted,Mon Sep 17 08:34:44 PDT 2018,Mon Sep 17 09:05:42 PDT 2018,Mon Sep 17 15:05:42 PDT 2018,,,,1858,0% (0/0),0% (0/0),0% (0/0),1.5372E+12,x,,1
3QX22DUVOPVX3JU2HAHZOJ7GWCWMVF,3LVDE0XV5Z9KH8O3PED22UW15F1PLK,Personalized College Ranker,Create a college ranking using our custom tool. BONUS $0.25 for high quality rankings which reflect your personal preferences entered by selecting colleges. There is also a short survey about your experience. Google Chrome is required for this HIT.,"survey, usability, user experience, college, ranking",$1.00 ,Mon Sep 17 08:34:07 PDT 2018,35,BatchId:3373805;OriginalHitTemplateId:920937340;,2700,21600,Thu Sep 20 08:34:07 PDT 2018,,,33NF62TLXLGW8KSY5BV2U203G8TKJD,AM8OWAW9TUVLN,Submitted,Mon Sep 17 08:34:44 PDT 2018,Mon Sep 17 08:59:44 PDT 2018,Mon Sep 17 14:59:44 PDT 2018,,,,1500,0% (0/0),0% (0/0),0% (0/0),1.5372E+12,x,,1
3QX22DUVOPVX3JU2HAHZOJ7GWCWMVF,3LVDE0XV5Z9KH8O3PED22UW15F1PLK,Personalized College Ranker,Create a college ranking using our custom tool. BONUS $0.25 for high quality rankings which reflect your personal preferences entered by selecting colleges. There is also a short survey about your experience. Google Chrome is required for this HIT.,"survey, usability, user experience, college, ranking",$1.00 ,Mon Sep 17 08:34:07 PDT 2018,35,BatchId:3373805;OriginalHitTemplateId:920937340;,2700,21600,Thu Sep 20 08:34:07 PDT 2018,,,3G5W44VEU9WMHI2XX5AZXP8NOGCKG9,ATOV0H5KQHI29,Submitted,Mon Sep 17 08:34:46 PDT 2018,Mon Sep 17 08:57:10 PDT 2018,Mon Sep 17 14:57:10 PDT 2018,,,,1344,0% (0/0),0% (0/0),0% (0/0),1.5372E+12,x,,1
3QX22DUVOPVX3JU2HAHZOJ7GWCWMVF,3LVDE0XV5Z9KH8O3PED22UW15F1PLK,Personalized College Ranker,Create a college ranking using our custom tool. BONUS $0.25 for high quality rankings which reflect your personal preferences entered by selecting colleges. There is also a short survey about your experience. Google Chrome is required for this HIT.,"survey, usability, user experience, college, ranking",$1.00 ,Mon Sep 17 08:34:07 PDT 2018,35,BatchId:3373805;OriginalHitTemplateId:920937340;,2700,21600,Thu Sep 20 08:34:07 PDT 2018,,,30X31N5D654JVA22GERRSPOU7FCSAM,AV7UX8QQXABSK,Submitted,Mon Sep 17 08:34:43 PDT 2018,Mon Sep 17 08:41:06 PDT 2018,Mon Sep 17 14:41:06 PDT 2018,,,,383,0% (0/0),0% (0/0),0% (0/0),1.5372E+12,x,,1
3QX22DUVOPVX3JU2HAHZOJ7GWCWMVF,3LVDE0XV5Z9KH8O3PED22UW15F1PLK,Personalized College Ranker,Create a college ranking using our custom tool. BONUS $0.25 for high quality rankings which reflect your personal preferences entered by selecting colleges. There is also a short survey about your experience. Google Chrome is required for this HIT.,"survey, usability, user experience, college, ranking",$1.00 ,Mon Sep 17 08:34:07 PDT 2018,35,BatchId:3373805;OriginalHitTemplateId:920937340;,2700,21600,Thu Sep 20 08:34:07 PDT 2018,,,3WRFBPLXRC2MVCBCZ3VV6N0IE6CN39,AVC1PLLFS210S,Submitted,Mon Sep 17 08:34:46 PDT 2018,Mon Sep 17 08:56:52 PDT 2018,Mon Sep 17 14:56:52 PDT 2018,,,,1326,0% (0/0),0% (0/0),0% (0/0),1.5372E+12,x,,1
3QX22DUVOPVX3JU2HAHZOJ7GWCWMVF,3LVDE0XV5Z9KH8O3PED22UW15F1PLK,Personalized College Ranker,Create a college ranking using our custom tool. BONUS $0.25 for high quality rankings which reflect your personal preferences entered by selecting colleges. There is also a short survey about your experience. Google Chrome is required for this HIT.,"survey, usability, user experience, college, ranking",$1.00 ,Mon Sep 17 08:34:07 PDT 2018,35,BatchId:3373805;OriginalHitTemplateId:920937340;,2700,21600,Thu Sep 20 08:34:07 PDT 2018,,,37QW5D2ZRI05CM9NJG7DWYIZHRL8S7,AXT49VCFZDGW8,Submitted,Mon Sep 17 09:38:02 PDT 2018,Mon Sep 17 10:12:51 PDT 2018,Mon Sep 17 16:12:51 PDT 2018,,,,2089,0% (0/0),0% (0/0),0% (0/0),1.5372E+12,x,,1
